attendance_id,staff_id,date,status,hours_worked
A008318,S00832,2026-08-08,Half Day,4.4
A008319,S00832,2026-08-09,Present,9.8
A008320,S00832,2026-08-10,Present,9.9
A008321,S00833,2026-08-01,Absent,0.0
A008322,S00833,2026-08-02,Present,7.8
A008323,S00833,2026-08-03,Present,7.5
A008324,S00833,2026-08-04,Present,8.9
A008325,S00833,2026-08-05,Present,8.3
A008326,S00833,2026-08-06,Present,9.9
A008327,S00833,2026-08-07,Present,9.2
A008328,S00833,2026-08-08,Present,8.0
A008329,S00833,2026-08-09,Present,9.2
A008330,S00833,2026-08-10,Present,7.6
A008331,S00834,2026-08-01,Present,8.4
A008332,S00834,2026-08-02,Present,9.9
A008333,S00834,2026-08-03,Present,7.2
A008334,S00834,2026-08-04,Present,8.3
A008335,S00834,2026-08-05,Present,7.8
A008336,S00834,2026-08-06,Present,8.5
A008337,S00834,2026-08-07,Present,8.7
A008338,S00834,2026-08-08,Half Day,4.3
A008339,S00834,2026-08-09,Present,9.0
A008340,S00834,2026-08-10,Present,7.2
A008341,S00835,2026-08-01,Present,9.5
A008342,S00835,2026-08-02,Present,7.2
A008343,S00835,2026-08-03,Present,7.6
A008344,S00835,2026-08-04,Present,8.0
A008345,S00835,2026-08-05,Half Day,4.1
A008346,S00835,2026-08-06,Half Day,3.4
A008347,S00835,2026-08-07,Present,7.5
A008348,S00835,2026-08-08,Absent,0.0
A008349,S00835,2026-08-09,Present,9.8
A008350,S00835,2026-08-10,Half Day,5.0
A008351,S00836,2026-08-01,Present,8.4
A008352,S00836,2026-08-02,Half Day,3.5
A008353,S00836,2026-08-03,Present,9.8
A008354,S00836,2026-08-04,Present,9.9
A008355,S00836,2026-08-05,Present,8.8
A008356,S00836,2026-08-06,Present,8.3
A008357,S00836,2026-08-07,Present,9.9
A008358,S00836,2026-08-08,Present,9.4
A008359,S00836,2026-08-09,Present,8.1
A008360,S00836,2026-08-10,Present,10.0
A008361,S00837,2026-08-01,Absent,0.0
A008362,S00837,2026-08-02,Present,8.7
A008363,S00837,2026-08-03,Present,7.9
A008364,S00837,2026-08-04,Present,8.3
A008365,S00837,2026-08-05,Present,9.0
A008366,S00837,2026-08-06,Present,7.9
A008367,S00837,2026-08-07,Present,8.3
A008368,S00837,2026-08-08,Present,8.9
A008369,S00837,2026-08-09,Present,8.7
A008370,S00837,2026-08-10,Absent,0.0
A008371,S00838,2026-08-01,Present,9.5
A008372,S00838,2026-08-02,Present,9.9
A008373,S00838,2026-08-03,Present,8.8
A008374,S00838,2026-08-04,Present,9.2
A008375,S00838,2026-08-05,Present,8.7
A008376,S00838,2026-08-06,Present,9.3
A008377,S00838,2026-08-07,Present,8.6
A008378,S00838,2026-08-08,Present,9.6
A008379,S00838,2026-08-09,Present,9.4
A008380,S00838,2026-08-10,Present,9.2
A008381,S00839,2026-08-01,Present,8.7
A008382,S00839,2026-08-02,Present,7.3
A008383,S00839,2026-08-03,Present,9.2
A008384,S00839,2026-08-04,Present,9.8
A008385,S00839,2026-08-05,Half Day,3.8
A008386,S00839,2026-08-06,Present,7.8
A008387,S00839,2026-08-07,Present,8.1
A008388,S00839,2026-08-08,Absent,0.0
A008389,S00839,2026-08-09,Present,7.8
A008390,S00839,2026-08-10,Half Day,3.2
A008391,S00840,2026-08-01,Half Day,3.8
A008392,S00840,2026-08-02,Present,8.2
A008393,S00840,2026-08-03,Present,8.3
A008394,S00840,2026-08-04,Present,9.3
A008395,S00840,2026-08-05,Present,8.3
A008396,S00840,2026-08-06,Absent,0.0
A008397,S00840,2026-08-07,Present,9.0
A008398,S00840,2026-08-08,Present,8.6
A008399,S00840,2026-08-09,Absent,0.0
A008400,S00840,2026-08-10,Present,7.7
A008401,S00841,2026-08-01,Present,8.0
A008402,S00841,2026-08-02,Present,8.6
A008403,S00841,2026-08-03,Present,8.3
A008404,S00841,2026-08-04,Present,7.8
A008405,S00841,2026-08-05,Present,7.8
A008406,S00841,2026-08-06,Present,7.2
A008407,S00841,2026-08-07,Present,7.3
A008408,S00841,2026-08-08,Present,9.6
A008409,S00841,2026-08-09,Present,9.5
A008410,S00841,2026-08-10,Present,7.5
A008411,S00842,2026-08-01,Present,8.2
A008412,S00842,2026-08-02,Present,9.9
A008413,S00842,2026-08-03,Present,7.2
A008414,S00842,2026-08-04,Present,8.8
A008415,S00842,2026-08-05,Present,9.9
A008416,S00842,2026-08-06,Present,7.6
A008417,S00842,2026-08-07,Present,9.7
A008418,S00842,2026-08-08,Present,9.4
A008419,S00842,2026-08-09,Present,7.8
A008420,S00842,2026-08-10,Present,7.8
A008421,S00843,2026-08-01,Absent,0.0
A008422,S00843,2026-08-02,Present,9.8
A008423,S00843,2026-08-03,Absent,0.0
A008424,S00843,2026-08-04,Present,7.6
A008425,S00843,2026-08-05,Present,7.2
A008426,S00843,2026-08-06,Present,7.8
A008427,S00843,2026-08-07,Present,9.5
A008428,S00843,2026-08-08,Present,7.8
A008429,S00843,2026-08-09,Present,7.9
A008430,S00843,2026-08-10,Present,7.6
A008431,S00844,2026-08-01,Present,8.7
A008432,S00844,2026-08-02,Present,7.1
A008433,S00844,2026-08-03,Present,7.5
A008434,S00844,2026-08-04,Present,8.6
A008435,S00844,2026-08-05,Present,8.3
A008436,S00844,2026-08-06,Present,8.9
A008437,S00844,2026-08-07,Present,7.5
A008438,S00844,2026-08-08,Present,9.0
A008439,S00844,2026-08-09,Present,8.4
A008440,S00844,2026-08-10,Present,7.7
A008441,S00845,2026-08-01,Present,7.4
A008442,S00845,2026-08-02,Present,8.3
A008443,S00845,2026-08-03,Absent,0.0
A008444,S00845,2026-08-04,Present,8.4
A008445,S00845,2026-08-05,Present,7.0
A008446,S00845,2026-08-06,Present,7.3
A008447,S00845,2026-08-07,Absent,0.0
A008448,S00845,2026-08-08,Half Day,4.2
A008449,S00845,2026-08-09,Present,8.0
A008450,S00845,2026-08-10,Present,9.8
A008451,S00846,2026-08-01,Present,9.5
A008452,S00846,2026-08-02,Present,7.8
A008453,S00846,2026-08-03,Present,9.6
A008454,S00846,2026-08-04,Present,9.2
A008455,S00846,2026-08-05,Present,7.7
A008456,S00846,2026-08-06,Present,7.4
A008457,S00846,2026-08-07,Present,9.6
A008458,S00846,2026-08-08,Present,8.6
A008459,S00846,2026-08-09,Present,7.6
A008460,S00846,2026-08-10,Present,8.4
A008461,S00847,2026-08-01,Present,9.8
A008462,S00847,2026-08-02,Half Day,4.6
A008463,S00847,2026-08-03,Absent,0.0
A008464,S00847,2026-08-04,Present,7.8
A008465,S00847,2026-08-05,Present,9.1
A008466,S00847,2026-08-06,Present,8.1
A008467,S00847,2026-08-07,Present,7.5
A008468,S00847,2026-08-08,Present,7.6
A008469,S00847,2026-08-09,Present,7.9
A008470,S00847,2026-08-10,Present,8.6
A008471,S00848,2026-08-01,Present,7.8
A008472,S00848,2026-08-02,Present,7.2
A008473,S00848,2026-08-03,Half Day,3.2
A008474,S00848,2026-08-04,Present,8.7
A008475,S00848,2026-08-05,Present,7.3
A008476,S00848,2026-08-06,Present,9.6
A008477,S00848,2026-08-07,Present,9.1
A008478,S00848,2026-08-08,Present,8.4
A008479,S00848,2026-08-09,Present,7.3
A008480,S00848,2026-08-10,Present,7.8
A008481,S00849,2026-08-01,Present,9.6
A008482,S00849,2026-08-02,Present,8.9
A008483,S00849,2026-08-03,Present,8.5
A008484,S00849,2026-08-04,Present,8.0
A008485,S00849,2026-08-05,Present,7.4
A008486,S00849,2026-08-06,Present,7.5
A008487,S00849,2026-08-07,Present,9.8
A008488,S00849,2026-08-08,Absent,0.0
A008489,S00849,2026-08-09,Present,9.3
A008490,S00849,2026-08-10,Present,9.3
A008491,S00850,2026-08-01,Present,8.7
A008492,S00850,2026-08-02,Present,9.6
A008493,S00850,2026-08-03,Present,7.8
A008494,S00850,2026-08-04,Present,9.1
A008495,S00850,2026-08-05,Present,8.0
A008496,S00850,2026-08-06,Half Day,4.7
A008497,S00850,2026-08-07,Present,9.4
A008498,S00850,2026-08-08,Present,8.9
A008499,S00850,2026-08-09,Present,8.1
A008500,S00850,2026-08-10,Present,7.7
A008501,S00851,2026-08-01,Present,9.0
A008502,S00851,2026-08-02,Present,9.4
A008503,S00851,2026-08-03,Present,7.3
A008504,S00851,2026-08-04,Present,7.3
A008505,S00851,2026-08-05,Absent,0.0
A008506,S00851,2026-08-06,Present,8.2
A008507,S00851,2026-08-07,Present,8.0
A008508,S00851,2026-08-08,Present,7.0
A008509,S00851,2026-08-09,Absent,0.0
A008510,S00851,2026-08-10,Half Day,4.5
A008511,S00852,2026-08-01,Present,7.2
A008512,S00852,2026-08-02,Present,7.1
A008513,S00852,2026-08-03,Present,9.0
A008514,S00852,2026-08-04,Absent,0.0
A008515,S00852,2026-08-05,Present,9.8
A008516,S00852,2026-08-06,Present,8.9
A008517,S00852,2026-08-07,Half Day,3.1
A008518,S00852,2026-08-08,Present,8.3
A008519,S00852,2026-08-09,Half Day,3.4
A008520,S00852,2026-08-10,Present,9.8
A008521,S00853,2026-08-01,Present,9.2
A008522,S00853,2026-08-02,Present,8.3
A008523,S00853,2026-08-03,Present,8.7
A008524,S00853,2026-08-04,Present,7.2
A008525,S00853,2026-08-05,Present,7.0
A008526,S00853,2026-08-06,Present,9.3
A008527,S00853,2026-08-07,Present,8.7
A008528,S00853,2026-08-08,Present,9.9
A008529,S00853,2026-08-09,Present,9.7
A008530,S00853,2026-08-10,Present,7.2
A008531,S00854,2026-08-01,Present,9.1
A008532,S00854,2026-08-02,Absent,0.0
A008533,S00854,2026-08-03,Present,9.9
A008534,S00854,2026-08-04,Present,8.1
A008535,S00854,2026-08-05,Present,9.9
A008536,S00854,2026-08-06,Present,9.9
A008537,S00854,2026-08-07,Present,8.5
A008538,S00854,2026-08-08,Present,9.6
A008539,S00854,2026-08-09,Present,8.1
A008540,S00854,2026-08-10,Present,9.6
A008541,S00855,2026-08-01,Absent,0.0
A008542,S00855,2026-08-02,Present,7.8
A008543,S00855,2026-08-03,Present,7.2
A008544,S00855,2026-08-04,Absent,0.0
A008545,S00855,2026-08-05,Present,10.0
A008546,S00855,2026-08-06,Present,8.9
A008547,S00855,2026-08-07,Present,7.1
A008548,S00855,2026-08-08,Present,8.3
A008549,S00855,2026-08-09,Present,8.6
A008550,S00855,2026-08-10,Present,9.7
A008551,S00856,2026-08-01,Half Day,4.2
A008552,S00856,2026-08-02,Absent,0.0
A008553,S00856,2026-08-03,Half Day,4.3
A008554,S00856,2026-08-04,Present,7.3
A008555,S00856,2026-08-05,Present,9.2
A008556,S00856,2026-08-06,Present,9.2
A008557,S00856,2026-08-07,Present,9.3
A008558,S00856,2026-08-08,Present,9.7
A008559,S00856,2026-08-09,Present,9.0
A008560,S00856,2026-08-10,Present,7.7
A008561,S00857,2026-08-01,Present,8.1
A008562,S00857,2026-08-02,Present,8.3
A008563,S00857,2026-08-03,Present,7.6
A008564,S00857,2026-08-04,Present,9.3
A008565,S00857,2026-08-05,Present,8.8
A008566,S00857,2026-08-06,Present,9.3
A008567,S00857,2026-08-07,Present,9.9
A008568,S00857,2026-08-08,Present,8.2
A008569,S00857,2026-08-09,Absent,0.0
A008570,S00857,2026-08-10,Present,9.0
A008571,S00858,2026-08-01,Present,9.2
A008572,S00858,2026-08-02,Present,9.3
A008573,S00858,2026-08-03,Present,9.9
A008574,S00858,2026-08-04,Absent,0.0
A008575,S00858,2026-08-05,Present,8.1
A008576,S00858,2026-08-06,Present,7.8
A008577,S00858,2026-08-07,Present,9.1
A008578,S00858,2026-08-08,Present,7.0
A008579,S00858,2026-08-09,Present,7.7
A008580,S00858,2026-08-10,Present,8.1
A008581,S00859,2026-08-01,Present,8.7
A008582,S00859,2026-08-02,Present,9.8
A008583,S00859,2026-08-03,Present,7.9
A008584,S00859,2026-08-04,Present,7.7
A008585,S00859,2026-08-05,Present,9.9
A008586,S00859,2026-08-06,Present,9.7
A008587,S00859,2026-08-07,Present,8.6
A008588,S00859,2026-08-08,Absent,0.0
A008589,S00859,2026-08-09,Half Day,3.5
A008590,S00859,2026-08-10,Present,10.0
A008591,S00860,2026-08-01,Present,7.4
A008592,S00860,2026-08-02,Present,9.7
A008593,S00860,2026-08-03,Present,8.4
A008594,S00860,2026-08-04,Present,9.6
A008595,S00860,2026-08-05,Present,9.8
A008596,S00860,2026-08-06,Present,7.1
A008597,S00860,2026-08-07,Present,8.9
A008598,S00860,2026-08-08,Present,8.7
A008599,S00860,2026-08-09,Absent,0.0
A008600,S00860,2026-08-10,Present,9.6
A008601,S00861,2026-08-01,Absent,0.0
A008602,S00861,2026-08-02,Half Day,4.5
A008603,S00861,2026-08-03,Present,8.1
A008604,S00861,2026-08-04,Absent,0.0
A008605,S00861,2026-08-05,Present,7.4
A008606,S00861,2026-08-06,Present,9.6
A008607,S00861,2026-08-07,Present,9.8
A008608,S00861,2026-08-08,Present,9.0
A008609,S00861,2026-08-09,Absent,0.0
A008610,S00861,2026-08-10,Present,8.3
A008611,S00862,2026-08-01,Present,7.4
A008612,S00862,2026-08-02,Present,9.8
A008613,S00862,2026-08-03,Present,9.0
A008614,S00862,2026-08-04,Half Day,4.3
A008615,S00862,2026-08-05,Present,9.9
A008616,S00862,2026-08-06,Present,9.8
A008617,S00862,2026-08-07,Present,8.8
A008618,S00862,2026-08-08,Present,7.3
A008619,S00862,2026-08-09,Present,7.1
A008620,S00862,2026-08-10,Present,7.8
A008621,S00863,2026-08-01,Present,9.2
A008622,S00863,2026-08-02,Present,7.2
A008623,S00863,2026-08-03,Present,7.8
A008624,S00863,2026-08-04,Present,9.1
A008625,S00863,2026-08-05,Present,8.4
A008626,S00863,2026-08-06,Present,9.7
A008627,S00863,2026-08-07,Absent,0.0
A008628,S00863,2026-08-08,Present,7.9
A008629,S00863,2026-08-09,Present,7.0
A008630,S00863,2026-08-10,Present,9.0
A008631,S00864,2026-08-01,Present,7.6
A008632,S00864,2026-08-02,Present,7.2
A008633,S00864,2026-08-03,Half Day,3.0
A008634,S00864,2026-08-04,Present,9.5
A008635,S00864,2026-08-05,Present,9.6
A008636,S00864,2026-08-06,Present,8.3
A008637,S00864,2026-08-07,Present,9.4
A008638,S00864,2026-08-08,Present,7.5
A008639,S00864,2026-08-09,Present,9.3
A008640,S00864,2026-08-10,Present,9.7
A008641,S00865,2026-08-01,Present,9.2
A008642,S00865,2026-08-02,Present,8.8
A008643,S00865,2026-08-03,Half Day,4.5
A008644,S00865,2026-08-04,Half Day,4.9
A008645,S00865,2026-08-05,Absent,0.0
A008646,S00865,2026-08-06,Present,8.0
A008647,S00865,2026-08-07,Present,8.5
A008648,S00865,2026-08-08,Present,8.1
A008649,S00865,2026-08-09,Present,7.9
A008650,S00865,2026-08-10,Present,9.4
A008651,S00866,2026-08-01,Present,8.0
A008652,S00866,2026-08-02,Present,7.6
A008653,S00866,2026-08-03,Present,7.9
A008654,S00866,2026-08-04,Present,8.8
A008655,S00866,2026-08-05,Present,9.1
A008656,S00866,2026-08-06,Present,9.1
A008657,S00866,2026-08-07,Absent,0.0
A008658,S00866,2026-08-08,Present,8.5
A008659,S00866,2026-08-09,Present,8.0
A008660,S00866,2026-08-10,Present,7.4
A008661,S00867,2026-08-01,Absent,0.0
A008662,S00867,2026-08-02,Present,9.1
A008663,S00867,2026-08-03,Present,8.6
A008664,S00867,2026-08-04,Present,9.2
A008665,S00867,2026-08-05,Present,9.7
A008666,S00867,2026-08-06,Present,7.2
A008667,S00867,2026-08-07,Present,9.7
A008668,S00867,2026-08-08,Present,8.6
A008669,S00867,2026-08-09,Present,7.7
A008670,S00867,2026-08-10,Present,8.1
A008671,S00868,2026-08-01,Present,8.0
A008672,S00868,2026-08-02,Present,7.4
A008673,S00868,2026-08-03,Present,7.7
A008674,S00868,2026-08-04,Present,8.8
A008675,S00868,2026-08-05,Present,7.5
A008676,S00868,2026-08-06,Absent,0.0
A008677,S00868,2026-08-07,Present,8.0
A008678,S00868,2026-08-08,Present,9.3
A008679,S00868,2026-08-09,Present,8.7
A008680,S00868,2026-08-10,Present,8.7
A008681,S00869,2026-08-01,Present,9.8
A008682,S00869,2026-08-02,Present,8.7
A008683,S00869,2026-08-03,Present,8.7
A008684,S00869,2026-08-04,Present,8.9
A008685,S00869,2026-08-05,Present,7.3
A008686,S00869,2026-08-06,Present,9.7
A008687,S00869,2026-08-07,Present,9.8
A008688,S00869,2026-08-08,Present,7.4
A008689,S00869,2026-08-09,Present,7.7
A008690,S00869,2026-08-10,Present,9.7
A008691,S00870,2026-08-01,Present,9.7
A008692,S00870,2026-08-02,Present,7.3
A008693,S00870,2026-08-03,Present,8.7
A008694,S00870,2026-08-04,Half Day,3.0
A008695,S00870,2026-08-05,Present,8.8
A008696,S00870,2026-08-06,Present,8.3
A008697,S00870,2026-08-07,Present,9.9
A008698,S00870,2026-08-08,Present,7.1
A008699,S00870,2026-08-09,Half Day,4.4
A008700,S00870,2026-08-10,Absent,0.0
A008701,S00871,2026-08-01,Present,7.6
A008702,S00871,2026-08-02,Present,9.3
A008703,S00871,2026-08-03,Half Day,3.0
A008704,S00871,2026-08-04,Present,9.2
A008705,S00871,2026-08-05,Present,8.2
A008706,S00871,2026-08-06,Half Day,4.2
A008707,S00871,2026-08-07,Present,8.3
A008708,S00871,2026-08-08,Present,8.0
A008709,S00871,2026-08-09,Present,8.1
A008710,S00871,2026-08-10,Present,8.1
A008711,S00872,2026-08-01,Present,9.6
A008712,S00872,2026-08-02,Present,8.3
A008713,S00872,2026-08-03,Present,7.7
A008714,S00872,2026-08-04,Present,8.0
A008715,S00872,2026-08-05,Present,9.6
A008716,S00872,2026-08-06,Absent,0.0
A008717,S00872,2026-08-07,Present,9.1
A008718,S00872,2026-08-08,Present,7.3
A008719,S00872,2026-08-09,Present,7.2
A008720,S00872,2026-08-10,Absent,0.0
A008721,S00873,2026-08-01,Present,8.8
A008722,S00873,2026-08-02,Present,8.5
A008723,S00873,2026-08-03,Present,8.5
A008724,S00873,2026-08-04,Present,8.9
A008725,S00873,2026-08-05,Present,9.6
A008726,S00873,2026-08-06,Present,9.7
A008727,S00873,2026-08-07,Present,9.1
A008728,S00873,2026-08-08,Present,8.0
A008729,S00873,2026-08-09,Present,8.6
A008730,S00873,2026-08-10,Present,7.5
A008731,S00874,2026-08-01,Present,9.6
A008732,S00874,2026-08-02,Present,9.6
A008733,S00874,2026-08-03,Present,8.9
A008734,S00874,2026-08-04,Present,9.4
A008735,S00874,2026-08-05,Present,7.5
A008736,S00874,2026-08-06,Present,8.5
A008737,S00874,2026-08-07,Present,8.4
A008738,S00874,2026-08-08,Present,7.1
A008739,S00874,2026-08-09,Present,9.7
A008740,S00874,2026-08-10,Absent,0.0
A008741,S00875,2026-08-01,Present,7.2
A008742,S00875,2026-08-02,Half Day,4.0
A008743,S00875,2026-08-03,Present,8.3
A008744,S00875,2026-08-04,Present,8.9
A008745,S00875,2026-08-05,Present,8.1
A008746,S00875,2026-08-06,Present,8.9
A008747,S00875,2026-08-07,Present,9.8
A008748,S00875,2026-08-08,Present,9.5
A008749,S00875,2026-08-09,Present,7.8
A008750,S00875,2026-08-10,Present,9.3
A008751,S00876,2026-08-01,Present,7.0
A008752,S00876,2026-08-02,Present,7.4
A008753,S00876,2026-08-03,Present,8.3
A008754,S00876,2026-08-04,Present,7.3
A008755,S00876,2026-08-05,Absent,0.0
A008756,S00876,2026-08-06,Present,9.7
A008757,S00876,2026-08-07,Present,9.7
A008758,S00876,2026-08-08,Present,9.9
A008759,S00876,2026-08-09,Half Day,4.4
A008760,S00876,2026-08-10,Absent,0.0
A008761,S00877,2026-08-01,Present,9.1
A008762,S00877,2026-08-02,Present,8.3
A008763,S00877,2026-08-03,Present,7.9
A008764,S00877,2026-08-04,Present,9.8
A008765,S00877,2026-08-05,Present,8.9
A008766,S00877,2026-08-06,Present,9.9
A008767,S00877,2026-08-07,Present,8.5
A008768,S00877,2026-08-08,Present,8.3
A008769,S00877,2026-08-09,Present,7.5
A008770,S00877,2026-08-10,Present,8.0
A008771,S00878,2026-08-01,Present,9.9
A008772,S00878,2026-08-02,Half Day,3.9
A008773,S00878,2026-08-03,Present,7.7
A008774,S00878,2026-08-04,Present,9.1
A008775,S00878,2026-08-05,Present,9.1
A008776,S00878,2026-08-06,Present,8.6
A008777,S00878,2026-08-07,Present,8.0
A008778,S00878,2026-08-08,Present,8.4
A008779,S00878,2026-08-09,Present,8.7
A008780,S00878,2026-08-10,Present,7.0
A008781,S00879,2026-08-01,Present,10.0
A008782,S00879,2026-08-02,Present,7.1
A008783,S00879,2026-08-03,Present,7.3
A008784,S00879,2026-08-04,Present,8.4
A008785,S00879,2026-08-05,Present,8.4
A008786,S00879,2026-08-06,Present,8.9
A008787,S00879,2026-08-07,Present,8.3
A008788,S00879,2026-08-08,Present,9.1
A008789,S00879,2026-08-09,Present,8.7
A008790,S00879,2026-08-10,Present,7.6
A008791,S00880,2026-08-01,Present,8.7
A008792,S00880,2026-08-02,Present,9.8
A008793,S00880,2026-08-03,Present,9.4
A008794,S00880,2026-08-04,Present,10.0
A008795,S00880,2026-08-05,Present,9.4
A008796,S00880,2026-08-06,Present,9.9
A008797,S00880,2026-08-07,Present,8.8
A008798,S00880,2026-08-08,Present,7.8
A008799,S00880,2026-08-09,Present,7.5
A008800,S00880,2026-08-10,Present,9.6
A008801,S00881,2026-08-01,Present,7.5
A008802,S00881,2026-08-02,Present,7.7
A008803,S00881,2026-08-03,Present,7.7
A008804,S00881,2026-08-04,Half Day,4.7
A008805,S00881,2026-08-05,Present,7.7
A008806,S00881,2026-08-06,Half Day,4.7
A008807,S00881,2026-08-07,Present,7.0
A008808,S00881,2026-08-08,Absent,0.0
A008809,S00881,2026-08-09,Present,8.4
A008810,S00881,2026-08-10,Present,7.8
A008811,S00882,2026-08-01,Half Day,5.0
A008812,S00882,2026-08-02,Present,8.7
A008813,S00882,2026-08-03,Present,7.6
A008814,S00882,2026-08-04,Absent,0.0
A008815,S00882,2026-08-05,Present,8.8
A008816,S00882,2026-08-06,Present,7.3
A008817,S00882,2026-08-07,Present,9.3
A008818,S00882,2026-08-08,Present,9.9
A008819,S00882,2026-08-09,Present,7.1
A008820,S00882,2026-08-10,Present,7.2
A008821,S00883,2026-08-01,Present,8.8
A008822,S00883,2026-08-02,Present,8.0
A008823,S00883,2026-08-03,Present,7.4
A008824,S00883,2026-08-04,Absent,0.0
A008825,S00883,2026-08-05,Present,8.2
A008826,S00883,2026-08-06,Absent,0.0
A008827,S00883,2026-08-07,Present,7.7
A008828,S00883,2026-08-08,Present,10.0
A008829,S00883,2026-08-09,Present,8.6
A008830,S00883,2026-08-10,Present,8.1
A008831,S00884,2026-08-01,Present,9.7
A008832,S00884,2026-08-02,Present,8.0
A008833,S00884,2026-08-03,Present,8.3
A008834,S00884,2026-08-04,Present,7.4
A008835,S00884,2026-08-05,Present,8.7
A008836,S00884,2026-08-06,Present,9.6
A008837,S00884,2026-08-07,Present,7.8
A008838,S00884,2026-08-08,Present,7.9
A008839,S00884,2026-08-09,Present,7.8
A008840,S00884,2026-08-10,Absent,0.0
A008841,S00885,2026-08-01,Present,9.7
A008842,S00885,2026-08-02,Absent,0.0
A008843,S00885,2026-08-03,Present,8.2
A008844,S00885,2026-08-04,Present,7.7
A008845,S00885,2026-08-05,Half Day,3.0
A008846,S00885,2026-08-06,Present,9.0
A008847,S00885,2026-08-07,Present,8.2
A008848,S00885,2026-08-08,Present,7.6
A008849,S00885,2026-08-09,Present,8.1
A008850,S00885,2026-08-10,Present,8.1
A008851,S00886,2026-08-01,Present,8.4
A008852,S00886,2026-08-02,Present,8.7
A008853,S00886,2026-08-03,Present,7.8
A008854,S00886,2026-08-04,Present,8.1
A008855,S00886,2026-08-05,Absent,0.0
A008856,S00886,2026-08-06,Present,8.7
A008857,S00886,2026-08-07,Present,9.0
A008858,S00886,2026-08-08,Present,7.6
A008859,S00886,2026-08-09,Present,8.9
A008860,S00886,2026-08-10,Absent,0.0
A008861,S00887,2026-08-01,Present,8.4
A008862,S00887,2026-08-02,Present,7.1
A008863,S00887,2026-08-03,Present,7.2
A008864,S00887,2026-08-04,Absent,0.0
A008865,S00887,2026-08-05,Present,8.1
A008866,S00887,2026-08-06,Present,7.5
A008867,S00887,2026-08-07,Present,7.4
A008868,S00887,2026-08-08,Present,9.0
A008869,S00887,2026-08-09,Present,9.6
A008870,S00887,2026-08-10,Present,7.9
A008871,S00888,2026-08-01,Present,7.0
A008872,S00888,2026-08-02,Present,7.2
